Sequence_ID,Pose,L_Shoulder_Angle_max,L_Shoulder_Angle_min,L_Shoulder_Angle_avg,L_Shoulder_Angle_var,R_Shoulder_Angle_max,R_Shoulder_Angle_min,R_Shoulder_Angle_avg,R_Shoulder_Angle_var,L_Elbow_Angle_max,L_Elbow_Angle_min,L_Elbow_Angle_avg,L_Elbow_Angle_var,R_Elbow_Angle_max,R_Elbow_Angle_min,R_Elbow_Angle_avg,R_Elbow_Angle_var,L_Hip_Angle_max,L_Hip_Angle_min,L_Hip_Angle_avg,L_Hip_Angle_var,R_Hip_Angle_max,R_Hip_Angle_min,R_Hip_Angle_avg,R_Hip_Angle_var,L_Knee_Angle_max,L_Knee_Angle_min,L_Knee_Angle_avg,L_Knee_Angle_var,R_Knee_Angle_max,R_Knee_Angle_min,R_Knee_Angle_avg,R_Knee_Angle_var,Head_x_std,Head_y_std,L_Sho_x_std,L_Sho_y_std,R_Sho_x_std,R_Sho_y_std,L_Elb_x_std,L_Elb_y_std,R_Elb_x_std,R_Elb_y_std,L_Wri_x_std,L_Wri_y_std,R_Wri_x_std,R_Wri_y_std,L_Hip_x_std,L_Hip_y_std,R_Hip_x_std,R_Hip_y_std,L_Kne_x_std,L_Kne_y_std,R_Kne_x_std,R_Kne_y_std,L_Ank_x_std,L_Ank_y_std,R_Ank_x_std,R_Ank_y_std,Mid_Hip_x_std,Mid_Hip_y_std
1348,Side,0.9727290562440175,0.09017702648142041,0.2920207681232103,0.9999999999968563,0.0,0.08099448929379761,0.030505849664860096,0.001881797987353107,0.5731396914847824,0.1884850025299641,0.14167656820088242,0.3179993254709402,0.6664997495688115,0.23627140138007155,0.2780516764701192,0.3161975085561348,0.8594327987486334,0.16777226765197575,0.41058052227658987,0.5189523705619667,0.9888579384682559,0.8336077784965414,0.8905688166697301,0.03971266391737564,0.9769302323763849,0.5218225102154594,0.5756930119206642,0.19595077176080244,0.99708636826253,0.7361672115960654,0.8449572853896872,0.04984620802584382,0.23479064491354987,0.8010125915155595,0.9999999998069402,0.6132825303307236,0.15021309019134937,0.9231543129285451,0.8001107047794931,0.401352368775296,0.08742105314392332,0.08272384963892335,0.9999999998673537,0.515552804020239,0.01584899279277342,0.03932093257693904,0.501927776452633,0.8140047011884687,0.16273349234914233,0.24595726464483322,0.8728297294870235,0.0791330063788527,0.10442660838466719,0.1016281811579935,0.25921156129642897,0.09061256508373945,0.03043779250061932,0.06661740770653221,0.748749805280037,0.5297969206807507
1349,Front,0.999999999934602,0.9999999999334487,0.9733899353211412,0.04035065695914533,0.9999999999339759,0.879469434776402,0.917353716765361,0.0627446244126226,0.9999999998502771,0.854982206351361,0.9429718599284245,0.05954701233954374,0.9999999999165415,0.8112872542288341,0.9423452912151816,0.09785993583267148,0.9993834768805843,0.5335222515274346,0.49882142997362805,0.11054271142032192,0.9994935424159295,0.5288167489587692,0.6180569291451418,0.33886055720157154,0.9994418602791736,0.22609443193849393,0.1607508881302128,0.24672875617362772,0.9995837668054545,0.6021029684809833,0.7305737487556634,0.15625248651736848,0.21792600216389646,0.7571026215529784,0.14945478704855766,0.6387941477960087,0.13530269085903368,0.6160195966738182,0.23525251754453178,0.29087757876342524,0.21948049056467434,0.27342510897183114,0.023688402110615337,0.029625245486504383,0.010913913649957304,0.057162338164216946,0.4921603370107386,0.48887271752918765,0.3418357178350914,0.7698977851611977,0.27124785479520497,0.9999999998400999,0.10948577557478666,0.9999999998350173,0.24786630458232692,0.9893018590786258,0.2024906576002325,0.9999999998315023,0.10267789262661384,0.6595981687234814
1350,Side,,,,,0.37726132309670796,0.2174163783021007,0.2715333242496592,0.053658239911384,0.49977541540653175,0.41783172341015307,0.37708591697899385,0.08699227212950884,0.9692872641487825,0.5116043119523396,0.6125876039887087,0.28519628778304446,,,,,0.984806279821523,0.7406100524785846,0.8577712713160895,0.0663246695874548,,,,,0.9999999998959418,0.931012374114829,0.9726734746323178,0.0038956455139163575,0.3159922476777112,0.5688094908328657,0.05369722925446758,0.3802022116476011,0.050280796846845735,0.39669761703325385,0.4109720086648039,0.44345807658186626,0.10361161963291081,0.2454913938975153,0.4624345205317625,0.5883615795073502,0.008392207851688543,0.03105933674583505,,,0.3016026645165291,0.3321719590153001,0.19094071873443907,0.13103394087444445,0.15184681823537147,0.12059825658048763,0.06515151598737566,0.05224122406630073,0.0547659502895647,0.05195742470351628,0.2530361359811949,0.7796811233707686
1351,Side,0.4348309462798488,0.2755224277734911,0.3278095361570097,0.07085142943543726,0.9395880099736175,0.2347814942820209,0.2953146344282866,0.3023188126303593,0.7474172779237286,0.39133197760604144,0.44389320608439525,0.29691145089013543,0.4744616924992104,0.1885859226259616,0.28843423970001136,0.07724680938109213,0.9294081378146093,0.8225027371145421,0.825665453384459,0.01332946677497436,0.9944289691075135,0.5133694032374053,0.7826461550923409,0.28202021728761756,0.9888372091183559,0.7350879512805788,0.7971994173904327,0.055239652375159855,0.9993756502602107,0.45880618064635464,0.748193330834419,0.2840415475091263,0.2794731657484959,0.5933618161529888,0.14338404603693275,0.5106080648350139,0.6986315871372828,0.3036349881955667,0.10996520746291981,0.17881765119304296,0.17572201646696878,0.2453250173980336,0.0029995806668488647,0.0024095987212810893,0.35794192838045685,0.6804832327817645,0.3241335502761734,0.20025209704411234,0.3241219859080158,0.28575466203995226,0.09012553439455974,0.04797564927430463,0.6473843145331742,0.1071362385168046,0.0,0.0,0.05059675715943764,0.01585998227921084,0.19646687511966887,0.6733908103425208
1352,Side,0.2869007912963899,0.012910954344941371,0.12195700990403381,0.12479900083412078,,,,,0.694714777557312,0.2900355871701808,0.36901459676111475,0.39188989880412084,0.829828075377247,0.27964489535322484,0.4332146055771146,0.472894304305732,0.993218248769045,0.889289624467747,0.9613229290006637,0.011986727869452974,,,,,0.961674418425735,0.9155534981539774,0.9248199546448873,0.005940399706376438,,,,,0.6176120798007408,0.2958435540924357,0.25672674244256455,0.2335617515375645,0.2249199334563432,0.24369503234490023,0.014109377587486621,0.02038953427297197,0.013690140969670597,0.019822945872202985,0.013250218863832585,0.0,0.00782203713574682,0.0,0.9999999991168105,0.16223169648053043,,,0.3457630935394432,0.10746811306420312,0.2762409129155452,0.09628337131218784,0.12840043805928567,0.015000598781105512,0.10793259222511026,0.014919108340336742,0.5008107874424724,0.5844765324107905
1353,Side,0.5143548492240955,0.4393052042832887,0.4246862990202726,0.04386827695276011,0.33071438001249737,0.31071382799495617,0.2965584665205841,0.01939331280278337,0.32624644402960834,0.5641204880170233,0.4165232542467671,0.004853876132221175,0.6244366549303592,0.5531388712394966,0.47677187938524124,0.004871251081190645,0.0,0.6070071487984151,0.5578837603815353,0.01852988263096558,0.9939225117766717,0.9139026110786559,0.9611081513352245,0.012383861201266135,0.7149767440530277,0.7254331437160804,0.6239105425773774,0.01635760092852304,0.9957336107184461,0.8801692632634373,0.8813663055005192,0.009512312630799477,0.4495173898895611,0.19346716984646364,0.07588051385559452,0.1435188989974805,0.06936210975091814,0.14974559191756345,0.016275770323179502,0.2097717806467562,0.015302830199051291,0.175709931339805,0.13247628449471788,0.43776093128310045,0.078205079295099,0.4458497899673103,0.5533061585172367,0.17767780427824195,0.16773234673868148,0.2029759592734195,0.23664065565171435,0.12133708786125944,0.18856503991957835,0.11059318184355454,0.05448830986390157,0.009093657188226762,0.045802526988735874,0.009044256084758673,0.1756293124288351,0.5181758700983653
1354,Side,,,,,0.33421365374790607,0.16442393949990874,0.27499391277047,0.06121635707289332,0.9893696659695509,0.6326258260909617,0.7432220353480614,0.10361188826442093,0.9940744449178706,0.6214965123258404,0.7762985133573291,0.12429431162581898,,,,,0.8495821724868113,0.8288245902274896,0.8453853079296956,0.015779251793147868,,,,,,,,,0.20571104273340443,0.16520248519732705,0.06823723154702604,0.13144656161313462,0.0627876162092112,0.13714948562023782,0.005585333602861037,0.07885072841320112,0.007344738449487038,0.06794434846328612,0.045812466824346,0.3028696996030395,0.027044596052547984,0.3084660651641173,,,0.36506543424477844,0.19043612068087745,0.06527446091746847,0.08823307819000038,0.05087859324414679,0.07643693647170535,,,,,0.30164727694335675,0.45596133828358726
1355,Front,0.999999999934602,0.8752162917027009,0.8976073147127658,0.09086355297883063,0.9999999999339759,0.5662565679503873,0.9093429045169309,0.16672195754370914,0.9995508308130633,0.7176537874480393,0.7130224226569805,0.06929727945398151,0.9999999999165415,0.8126823081285554,0.9186595831462219,0.049443116550762514,,,,,,,,,,,,,,,,,0.04052816443893734,0.20647211108430646,0.00476204316122356,0.12439445920144404,0.018133311957438288,0.16134435673029732,0.044258757558566404,0.02931314928088073,0.03525842229806976,0.029485473933254954,0.011398756492692744,0.06593971552503541,0.012066910787437286,0.03689918418547816,0.055712985079418846,0.1605558182962155,0.048965828847294834,0.24331914804656843,,,,,,,,,0.15647536893557723,0.0646232970237117
1356,Side,,,,,0.15812755842082876,0.037229270790899056,0.12683953435934697,0.022058728520651764,0.8673454108598074,0.1757117437610758,0.20551145459511053,0.2891517152107185,0.9769654480907224,0.1655675332805601,0.41626480980677383,0.6446020328341735,,,,,0.4479615091294094,0.13651689797408317,0.1363835390561336,0.2911849906517984,,,,,0.9901144639968665,0.008655510674574872,0.1880895328691328,0.9999999999973866,0.22829002091078304,0.301545847465538,0.11791593943033786,0.25898642132618804,0.04596567224344458,0.27720329826934165,0.3120970178206823,0.15340319553346932,0.03449653499397099,0.06268750499469036,0.2539479467316721,0.08371470225015205,0.009772677953622631,0.02466612058376202,,,0.21296364544734697,0.27875339610810046,0.2065824250365129,0.4318036540385993,0.16441435504747798,0.43092815997508316,0.48765617332889905,0.031881322264390624,0.037958446392396684,0.015538445846337762,0.09747322505587577,0.28455635445074756
1357,Side,0.8924857758882685,0.10455210966960256,0.49210646941502306,0.5155092784433595,0.14096130990750289,0.01095732410541091,0.06752104332322251,0.023313099215852368,0.42296751004297556,0.00012709710217799345,0.018123421530279592,0.679302992397012,0.982139876399421,0.2928979074005772,0.4509252663098989,0.5310023352367703,0.5934032057356957,0.0,0.0,0.999999999997688,0.9146619394999589,0.40727671917138897,0.6257429579644782,0.35850671043029225,0.0,0.22483798437873045,0.0569090925119531,0.1431165347845422,0.9913631632683284,0.5864589343728628,0.6591831893009044,0.054956423377675256,0.10297619484489855,0.32742379841814245,0.5169375166156689,0.2538163325408226,0.06186967204997909,0.35667805195385005,0.488930766520004,0.15495307556477714,0.048412755194559225,0.058482877321330375,0.0,0.0,0.004883083852325808,0.008551569536776348,0.16997195609477875,0.35127331853050314,0.10674629060424128,0.29622580357590833,0.020928487311211618,0.06089901288331719,0.015248231376819962,0.04823403746047772,0.26312684096264105,0.07001010910354795,0.023998445399770595,0.004964692313709109,0.7946842186599474,0.32845228098338247
