Sequence_ID,Pose,L_Shoulder_Angle_max,L_Shoulder_Angle_min,L_Shoulder_Angle_avg,L_Shoulder_Angle_var,R_Shoulder_Angle_max,R_Shoulder_Angle_min,R_Shoulder_Angle_avg,R_Shoulder_Angle_var,L_Elbow_Angle_max,L_Elbow_Angle_min,L_Elbow_Angle_avg,L_Elbow_Angle_var,R_Elbow_Angle_max,R_Elbow_Angle_min,R_Elbow_Angle_avg,R_Elbow_Angle_var,L_Hip_Angle_max,L_Hip_Angle_min,L_Hip_Angle_avg,L_Hip_Angle_var,R_Hip_Angle_max,R_Hip_Angle_min,R_Hip_Angle_avg,R_Hip_Angle_var,L_Knee_Angle_max,L_Knee_Angle_min,L_Knee_Angle_avg,L_Knee_Angle_var,R_Knee_Angle_max,R_Knee_Angle_min,R_Knee_Angle_avg,R_Knee_Angle_var,Head_x_std,L_Sho_x_std,R_Sho_x_std,L_Elb_x_std,R_Elb_x_std,L_Wri_x_std,R_Wri_x_std,L_Hip_x_std,R_Hip_x_std,L_Kne_x_std,R_Kne_x_std,L_Ank_x_std,R_Ank_x_std,Head_y_std,L_Sho_y_std,R_Sho_y_std,L_Elb_y_std,R_Elb_y_std,L_Wri_y_std,R_Wri_y_std,L_Hip_y_std,R_Hip_y_std,L_Kne_y_std,R_Kne_y_std,L_Ank_y_std,R_Ank_y_std
1659,Side,,,,,,,,,,,,,,,,,,,,,0.9096545612903293,0.46229212321372354,0.29189674509770397,0.5527583028965039,,,,,0.8842277306226566,0.3867390137507161,0.32594793726501947,0.26303520073417425,0.21873190456047964,0.13692847669554956,0.15719410923328184,,,,,,0.5607549316369212,0.10947063747739631,0.08231253361423042,0.026606021671900137,0.009705259436142748,0.3963473952658671,0.3750986623888653,0.38043885777984615,,,,,,0.22298566383018462,0.4033299849570787,0.4136766806783139,0.01580555920746255,0.028207990647436818
1660,Side,0.14315017403386682,0.12344004339911556,0.062682072551748,0.01535390246940655,0.1062560153926047,0.10377358489871713,0.11326269341334196,0.05506118119526675,0.09934206626167139,0.0751406618624756,0.09960980745435327,0.003846115454991192,0.24424200754874287,0.10141142475542278,0.15638538531685162,0.0361486658797338,0.9930863837425888,0.0,0.732630502718976,0.9999999999968426,0.8609388837139239,0.0,0.5712083833399235,0.731287989662029,0.9999999996450124,0.0,0.6753706832576672,0.9999999999977773,0.9999999997275947,0.0,0.8343214740059323,0.5785993372454356,0.036788023149045716,0.19983430335263755,0.22809655284324337,0.042194676105947036,0.019938193004864584,0.010153238973439964,0.022969707490210083,0.042398760726120505,0.07743885490823645,0.012025765258119795,0.011036175459502987,0.02832562709245641,0.0,0.6266249242999039,0.5700254527854349,0.57814077710123,0.5485192610349431,0.4788256938062449,0.5898811156500304,0.5844852606562826,0.42181844446591493,0.3947748598371546,0.13275478896211718,0.26095690377294634,0.003555473239764086,0.0
1661,Side,,,,,0.2992621109849688,0.41997858956108797,0.35732613643294997,0.0,,,,,,,,,,,,,0.6601712427929819,0.394160113420513,0.22878177177624115,0.4406502907360795,,,,,0.9703078177689163,0.25472541886263633,0.19702473690813505,0.455954006253025,0.6858310584317336,0.41953862727800373,0.4757297891553484,0.4991044303822828,0.23364521141121686,,,,0.6731976546606836,0.3922572616075178,0.36918358850163346,0.10070616954646934,0.012285784196253754,0.805115500805708,0.7619521430084023,0.7727998844968088,0.6882920885155974,0.5991743268623081,,,,0.8899258651384441,0.4394664281960241,0.5241515026817989,0.32605245533812954,0.012741589881690584
1662,Front,0.9999999999378418,0.71608790011421,0.7689480448115019,0.43664766678235706,0.99987167141483,0.8016860697978263,0.7938226080853866,0.061581738667573806,,,,,,,,,0.999999999927225,0.6495211304902871,0.7518299184449995,0.17251518809774638,0.9994095066432209,0.5738687636603151,0.6063756934352749,0.10662443942414569,0.9999999996450124,0.8657967196895846,0.8964884614932601,0.0347352154653894,0.9999999997275947,0.5906028262721005,0.904303529399777,0.12242962287781754,0.04983743666729227,0.06856280272448416,0.05506722134683905,0.10556472042031863,0.047153135053049716,,,0.3277883369342737,0.3856879655911735,0.3272186283158407,0.9999999998218807,0.030654973607858724,0.02055853116057587,0.4975624954602151,0.6974682481708968,0.6382339969638431,0.5260763667639019,0.4598359692208136,,,0.6034363484485397,0.6408674271997763,0.059143573197161,0.13775949857343348,0.0027748230279115733,0.0027748230279115733
1663,Side,0.37400546989221745,0.37845903415772797,0.33353487746944444,0.018998213426919184,0.4152069297134933,0.28743476513532484,0.29385683879686747,0.1702678891795437,,,,,,,,,0.9970162287317504,0.45335208623311546,0.6464208056827722,0.33152835748613735,0.5795689398938383,0.5166301404849406,0.48998995359139147,0.3263743783807587,0.8555200564943133,0.42888782470795594,0.43261213273747484,0.2199136072941893,0.7769000270289023,0.2517440820313789,0.34946139564319384,0.5947901764916391,0.23861666459187225,0.04320837535292484,0.05156026649263342,0.32791543185045446,0.0670931223976042,,,0.5303181926418112,0.24072114501389386,0.1195695362289049,0.24252296837930937,0.10965339138936808,0.032985041600122715,0.24099200934756526,0.23948565267977004,0.242895156116817,0.28418500770322874,0.22955528582666168,,,0.20576299615813673,0.26055321453578184,0.12376778098074703,0.22038103833959588,0.04546776766359057,0.0668061175321579
1664,Side,,,,,,,,,,,,,,,,,0.9911942361552146,0.46172393004743656,0.6386334201659251,0.3035371883280508,,,,,0.844515441659739,0.3034239195316997,0.267052548421598,0.3087012373273544,,,,,0.670380393178225,0.34668717068361177,0.3936174226611483,,,,,0.7636459662007898,,0.3766994173016457,0.33369367297392705,0.4200009989068151,0.22928859850139668,0.8132051822502402,0.8530236791209048,0.8651679856098373,,,,,0.7026618811040506,,0.7729042379838927,0.9999999992831021,0.23385738814948978,0.4483179354467927
1665,Front,0.9999999999378418,0.6669153553535733,0.7772911045138229,0.3994374710195655,0.9999999999358357,0.9094741067235732,0.8586898651867377,0.07531653094164366,0.9999999999407266,0.6648315082179908,0.8133518133658558,0.11749801128760096,0.9999999999427065,0.8566903755914262,0.9406106874976456,0.04014982590980018,0.999999999927225,0.6323755943585576,0.8314261714356826,0.07402293721188892,0.9999999997047534,0.36895707100883346,0.20268508951301129,0.447104431555078,0.9999999996450124,0.7311145695719433,0.9357593204950087,0.03747058299129444,0.9999999997275947,0.26897620891604695,0.28018274673373345,0.4960590202577163,0.3345457159213973,0.2101152171154284,0.39594608736188563,0.2533229229268463,0.11717334721170623,0.15113401172884813,0.16549540970695162,0.536973327003505,0.4389823022346231,0.2769138373613915,0.03369385190290661,0.0,0.0,0.4210267197021028,0.524495443579179,0.4684496580377057,0.5099461705335149,0.4459806226063991,0.5110069402850022,0.4365746620296189,0.47354446144199164,0.4617427146526404,0.3113146155901307,0.6137725801179141,0.0,0.0
1666,Side,0.5834783689343934,0.6169289201968985,0.5300469606030667,0.02024476222388559,0.36483798521881056,0.37575270972997765,0.3402592866067457,0.034699467273468815,0.28439333766318575,0.20981305582855508,0.2574736403513071,0.007462173042613329,0.9382949466633267,0.16198044008879858,0.37854734751999886,0.6517021303340277,0.9835528708985115,0.3277074542677846,0.6295168033923298,0.4425540491274016,0.9917330968433028,0.43973185507027635,0.6178563438826158,0.5766934407238821,0.6982605606324952,0.416796360564061,0.5520562678636092,0.24488533931617323,0.9324434756381251,0.21078051396990152,0.45786946115290805,0.5828580521553237,0.1294371715875534,0.06578838278476776,0.07701065461607383,0.05165087851499897,0.3903442838821166,0.030462704420218367,0.04435250200534244,0.44648604648828144,0.13770674928922824,0.04578220965401003,0.054584312900518704,0.0,0.008314230726377199,0.4710895795863619,0.5041368844896098,0.5113141680603625,0.5034095504876415,0.4300233533766322,0.47354818739552423,0.42702197067937375,0.3829340949371228,0.46563614945597226,0.06240652542689732,0.08716845615952001,0.0,0.0
1667,Side,0.31420934856326393,0.19947097122901036,0.23103658647550976,0.06288119059733607,,,,,,,,,,,,,0.8454988719274071,0.36762440557446757,0.5412576102231059,0.21539614486105646,,,,,0.9400070994178179,0.42840895484087094,0.4789158760478831,0.24337246646811603,,,,,0.7168713168188068,0.43831899119899453,0.4968975213773773,0.16685077099424533,0.15942955560637415,,,0.9607201622905666,,0.3027325478039627,0.32303640153662266,0.25285536843054995,0.16957558135576756,0.5504100781465653,0.5209018314341055,0.5283177937882823,0.7026012532236359,0.5713676715600409,,,0.6197805547699674,,0.4581853425463554,0.3871832275372432,0.999999999669083,0.999999999669083
1668,Front,0.9998135255470031,0.5680276722349411,0.6554058789128405,0.18440152950127695,0.9998075071543273,0.7221999196626387,0.7980652724023743,0.09783763788058775,0.9999999999407266,0.5036602334984778,0.8222608446077438,0.3038884918518683,0.9999999999427065,0.5742942875875586,0.9504560778887831,0.0894682701441639,0.999999999927225,0.2616033755099053,0.439797070177845,0.4201864389341684,0.9997047531739877,0.44108547115888314,0.19196235792677016,0.45889603067635176,0.9996450120697039,0.3783071949971084,0.4151853381253603,0.281383250201622,0.9999999997275947,0.5149961242314116,0.4906163475739605,0.23707374507599097,0.06683397715058523,0.02675050973440615,0.029003930431206335,0.06828737165807376,0.02095390572917607,0.03093647146596058,0.02229235470518975,0.05962813475667175,0.09114886955244028,0.04588952601977278,0.07187595253591442,0.014458955858710655,0.007847535304717226,0.2855294454480836,0.3006153163795367,0.2893725836115156,0.3264059578112611,0.2993031847780609,0.29519963749426603,0.30041683781903017,0.22240786575062702,0.2441686592270477,0.05444180281801763,0.1363663732487501,0.07739048162492236,0.007158018322995865
