Sequence_ID,Pose,L_Shoulder_Angle_max,L_Shoulder_Angle_min,L_Shoulder_Angle_avg,L_Shoulder_Angle_var,R_Shoulder_Angle_max,R_Shoulder_Angle_min,R_Shoulder_Angle_avg,R_Shoulder_Angle_var,L_Elbow_Angle_max,L_Elbow_Angle_min,L_Elbow_Angle_avg,L_Elbow_Angle_var,R_Elbow_Angle_max,R_Elbow_Angle_min,R_Elbow_Angle_avg,R_Elbow_Angle_var,L_Hip_Angle_max,L_Hip_Angle_min,L_Hip_Angle_avg,L_Hip_Angle_var,R_Hip_Angle_max,R_Hip_Angle_min,R_Hip_Angle_avg,R_Hip_Angle_var,L_Knee_Angle_max,L_Knee_Angle_min,L_Knee_Angle_avg,L_Knee_Angle_var,R_Knee_Angle_max,R_Knee_Angle_min,R_Knee_Angle_avg,R_Knee_Angle_var,Head_x_std,Head_y_std,L_Sho_x_std,L_Sho_y_std,R_Sho_x_std,R_Sho_y_std,L_Elb_x_std,L_Elb_y_std,R_Elb_x_std,R_Elb_y_std,L_Wri_x_std,L_Wri_y_std,R_Wri_x_std,R_Wri_y_std,L_Hip_x_std,L_Hip_y_std,R_Hip_x_std,R_Hip_y_std,L_Kne_x_std,L_Kne_y_std,R_Kne_x_std,R_Kne_y_std,L_Ank_x_std,L_Ank_y_std,R_Ank_x_std,R_Ank_y_std
1149,Front,0.9998746159488511,0.8012449155182272,0.8190221154735551,0.020109507833019073,0.9998802896390805,0.7315102547753257,0.830041896641748,0.026751197944398317,0.9999999999274889,0.8259055450912557,0.8661710448790357,0.027169968661520383,0.9999999999300992,0.8255302120376418,0.8793739486712567,0.021437919076493294,0.9996248356781794,0.48730703254825847,0.40039579613164294,0.1459812497594219,0.9994158875585815,0.5645122632767825,0.5581699290740758,0.13982834287757567,0.9999999998968541,0.5459365240361728,0.7066568774925216,0.1086857882176385,0.9999999999184872,0.8159861668442666,0.8739802553283629,0.08200386126360097,0.023789944751598138,0.06783305005081341,0.04450821395326396,0.21032184797288983,0.03741390378860011,0.2104747817680048,0.14775094062258795,0.024994329905530226,0.1935672102933699,0.028352703119323478,0.015743894837392206,0.01265796414233838,0.0,0.0,0.03750478360225946,0.1536541983017753,0.05968754262190404,0.1763618619682176,0.040245068856821074,0.13846380846728296,0.03967188240293253,0.14895399644570248,0.0705841847895105,0.11011706567287456,0.05480139521586734,0.15020232122900176
1150,Side,0.8665287442250311,0.1668310119458381,0.4757256060507825,0.32780104393008774,0.915424672238258,0.14435843832169284,0.557368709604157,0.46550102880665006,0.876586179328795,0.23801173125488226,0.5612618553059584,0.26805695180538075,0.921990773037747,0.3250443034170786,0.6780321595635521,0.28825342994300324,0.9986869253425837,0.6473413378518578,0.7617694591622038,0.1111004010230903,0.9938668221396414,0.7490612766038939,0.8264837544603074,0.05227773192784389,0.9999999998968541,0.7443532572631016,0.8646581068220381,0.07261033436283965,0.999266384007233,0.8328313252547506,0.9243245771715247,0.04468347064657998,0.7742203688996232,0.2879062747159528,0.39382001556107665,0.24673009717298244,0.6784346115031901,0.26905888752577306,0.06761738012312055,0.006309208318041946,0.3006390601528775,0.025899684698739347,0.012375306685455728,0.0,0.0,0.0,0.6890241931735165,0.2711960813296477,0.6108023770399232,0.2581705905271353,0.46685355379744076,0.2364141695022548,0.5089685696347053,0.28678714890464496,0.6279198311785273,0.2601189330490766,0.6006157876676348,0.29272599471007177
1151,Side,0.8400100306664151,0.17009737457351795,0.4939459824076489,0.370902726489346,0.8919015980791344,0.16452906942965542,0.5338142022210101,0.48023089668920754,0.8900007250460445,0.08308641228257323,0.47656870261440415,0.48771432223369277,0.909129036704241,0.06974218258333377,0.4289791604353683,0.6125223347550645,0.8469330330431565,0.8582332760841995,0.8014356846452135,0.008731375941058703,0.8901869156278662,0.8820004792776224,0.8656268501353419,0.003453122851662804,0.9470861267718323,0.832594959631593,0.8668339166019088,0.017503596778097583,0.9964949461202727,0.7955153948686124,0.909879188927971,0.048647199312408886,0.0034930584214850034,0.24852642343718176,0.0672343893681301,0.28075715709889343,0.050479412171873746,0.2713981865500475,0.17438115395001447,0.0385300284720101,0.21517224891192221,0.029858074133764956,0.0732691646308139,0.025663831524530938,0.050512602988921636,0.015772919344623857,0.030113044843086495,0.2863552274846046,0.05143432696229135,0.27974351628399896,0.10330169172544496,0.26467185111177116,0.09604141772432302,0.2776073275295324,0.00263023546432614,0.2151481455089596,0.07204111429322582,0.24813263151100345
1152,Front,0.9999999999373079,0.4911253543392626,0.6547450058571773,0.13779820058744946,0.9998802896390805,0.49477371600119935,0.646119720376689,0.14129729849102457,0.9998549778116267,0.5315353449518332,0.6503393334631116,0.10143470938512306,0.9998601984482132,0.5770308122919435,0.6749454035128959,0.08394982603636503,0.9996248356781794,0.5933104630708997,0.5525041270515847,0.13435024428957873,0.9994158875585815,0.5998242389869918,0.6220778154908102,0.09869743419546133,0.9999999998968541,0.7853148376218089,0.9551993112893592,0.04490767972641658,0.9999999999184872,0.7783355644367281,0.9344635750755083,0.1115614112710114,0.031630097121717,0.18556887360359633,0.09906904845663943,0.20192502878452995,0.05524227659814672,0.2132437400687069,0.20909654345776654,0.02167079054509054,0.2674867696390174,0.02413523199097395,0.02555118206007989,0.06474106050478995,0.02737770703092971,0.009289688420173995,0.08318098845026467,0.2477161773634407,0.1554561064861295,0.27128166638790324,0.06706090380640466,0.19057669181817388,0.20203897328212214,0.19842134465718714,0.27280742550095977,0.1815144224085709,0.013603648780499094,0.18584516231888915
1153,Side,0.756943138313777,0.4025021570071181,0.5267283717207477,0.06330913526324723,0.7244268868902599,0.3264026215985987,0.5224279016951957,0.10932527817688864,0.7436008990831989,0.44234141619142886,0.5773517845082651,0.05999770037534642,0.7524814762510498,0.45875493051742094,0.5866221104835879,0.06622381707934026,0.9594822733146723,0.9139794167312196,0.9094357796826539,0.01098661377849491,0.9991238314839007,0.9320124629757919,0.9561143319680094,0.0044815771955056035,0.3464672511246553,0.0,0.033334513521793,0.40673189597628395,0.5563253993677596,0.32457608208809813,0.3999720287461921,0.2257012092964014,0.0635251141631748,0.06347544930824615,0.05379503114442415,0.09029967079797456,0.05492098940571884,0.09020665579443878,0.012046425632752022,0.01448117591104598,0.10861764716640666,0.007190027662024891,0.0,0.00252412449971248,0.02685247185231523,0.0,0.011810283412986755,0.07788447767541568,0.05643154004767948,0.08674522315479134,0.030090714191472433,0.09387868252213753,0.013394878765983869,0.11891960169937864,0.034103145325208875,0.022804429034197857,0.04788457988082009,0.06430235847092897
1154,Front,0.9999999999373079,0.32922470107671487,0.5545738182702721,0.30580694099676015,0.9998802896390805,0.2776428046625435,0.47554340465266853,0.17805842038877737,0.9997824667536956,0.42867509219152955,0.5976470659716244,0.14002184794765085,0.9997902977072702,0.3321900188456988,0.5232853965593105,0.13076054676493246,0.9999999998124179,0.20385934818148724,0.28970308766922864,0.509109556425552,0.999999999707944,0.37980346725415004,0.4678081301793316,0.3265216155114026,0.9999999998968541,0.4692425012368914,0.5855470356394681,0.1670756956800915,0.9999999999184872,0.48984828198963365,0.6970217274610263,0.3090222989524494,0.03458053803152159,0.0988783733211374,0.06002504458339734,0.14039002471606177,0.021783622719317313,0.13719346613142,0.1035068982923322,0.02469461357319976,0.0905069771465355,0.044429285604808175,0.02002813689974675,0.009860694241248913,0.028101524998677106,0.0665524983147749,0.14299049956479892,0.1833985854998608,0.08598082628340387,0.17352171674139996,0.3083711832297709,0.1997947979702983,0.07343833889976818,0.1570872683207482,0.20057930934361648,0.22355546060220913,0.15476989971815075,0.21814042077787585
1155,Front,0.9998746159488511,0.8032170589915433,0.8180226552368365,0.013414508902645596,0.9999999999401448,0.746369851361864,0.8664702043753747,0.051533936197739764,0.9997824667536956,0.7041180382956933,0.7978467806087916,0.02174071535687591,0.9997902977072702,0.6150460183722034,0.6743160658264689,0.04855551245589127,0.9998124177452989,0.6834476843324659,0.6325690449621969,0.08295182230590266,0.999999999707944,0.6023807621153326,0.7907077336986265,0.15144900143667575,0.9997937079938325,0.6970005083377878,0.7763567254189015,0.09227331276267199,0.9999999999184872,0.7304216867062459,0.8968859722158361,0.11348424922604336,0.027305408843984316,0.11781458021305088,0.04243259451647391,0.11297203100075803,0.08081988774088271,0.11111733250218772,0.08192861480845577,0.0074075049595673705,0.13238718022641324,0.02435713554570576,0.0032536567399634076,0.00591643719856774,0.03834744581610343,0.006118994786576757,0.0754749186681332,0.04741780251936338,0.0647900806916994,0.08498190299210444,0.018554036242377357,0.05402168801027308,0.11054729681818089,0.05191706998385206,0.020616034566138558,0.078629183876441,0.0706621440516832,0.15110852521570753
1156,Side,0.7979437025391548,0.03722420805884234,0.381848422571759,0.3221030766192685,0.6354222780489961,0.0036160235039484705,0.08483495872873115,0.29872752342097547,0.8017547675439232,0.1052186007071888,0.40269349788863074,0.3311109279309181,0.3239899342706564,0.03378494254651661,0.0,0.13644875830465034,0.9964359405371533,0.9104631217057922,0.9059873580496257,0.008611513497055153,0.931950934307257,0.7790205320141392,0.8117580209678278,0.02897846024103013,0.9999999998968541,0.7933764252455968,0.8970815673346604,0.03414785942959255,0.8830290185129582,0.7676818384221507,0.7795389152669251,0.0299642370677258,0.03282100541429288,0.18147010705787384,0.0403418293010246,0.2102922571355021,0.12731278247825667,0.1806772918539973,0.09446204543836306,0.012811297267744153,0.6794337264794797,0.21074174989805808,0.0,0.0034280861092565555,0.06344026929140499,0.49050729117597813,0.06938042798421544,0.15155213516979035,0.1684175063523016,0.16828530438172112,0.09203486716868568,0.15448315506827773,0.0697392602396464,0.14092433680568908,0.024780598285662172,0.14511408011725616,0.019185976281032167,0.18147010705787403
1157,Front,0.9999373079430796,0.5247750523527194,0.7384062817151417,0.11372490154216305,0.9999999999401448,0.40058760379679154,0.7246817305471697,0.2378589436358248,0.9999999999274889,0.7165749530920617,0.9016127558191133,0.03917582276012632,0.9999999999300992,0.6620362430308102,0.8820971247559573,0.0776246501308336,0.9998124177452989,0.12907375642117727,0.4034864962588574,0.6197873460760853,0.999999999707944,0.18015498920027526,0.437508258214698,0.49639848819923915,0.9999999998968541,0.4939356525169631,0.8525592174397554,0.24114040269731538,0.9999999999184872,0.44572735383502193,0.8269954747217315,0.3361188686606794,0.0543307180193232,0.17987205147539195,0.09735270722611081,0.19934935993112884,0.0901590846295192,0.19939156367729352,0.14797693960163577,0.011157630269341927,0.2599219975167869,0.013012605805333382,0.02731264838315266,0.014065733036190532,0.06225800246302728,0.028672708739833817,0.18194593680464882,0.3102953334895126,0.2058576417747721,0.3312424362718642,0.16276377550055313,0.28352363620874316,0.21133325149505333,0.29234989777919285,0.24350967448716337,0.20058778504868302,0.22195140535154537,0.2223782363332249
1158,Front,0.9998746159488511,0.48557870082056087,0.6103618896099015,0.11694168360688191,0.9999999999401448,0.4138086897331031,0.6584060510794759,0.21291124327372168,0.9999999999274889,0.714942250667295,0.7538802618957593,0.03410355548616468,0.9997902977072702,0.44806494023620497,0.6298197868731277,0.11858194914352162,0.9999999998124179,0.16114922811653953,0.3098806549059971,0.6140045649148638,0.9997079436332631,0.21123272347916974,0.3918425304990651,0.5351298946657133,0.9999999998968541,0.5486237199107689,0.7448177264590786,0.25252807771397245,0.9999999999184872,0.6970102632364452,0.8391291878524108,0.19997831716821526,0.04426382522597914,0.1384033191316391,0.04049503723689011,0.19715360529527232,0.020911345057841882,0.17806490820963905,0.1903834299318628,0.012814532265491355,0.2690252410558701,0.01810934723341338,0.06587307126150382,0.014755054201872357,0.07941940900786743,0.04621484995403488,0.13949683752771574,0.19584029067067515,0.15189724936121107,0.1967501327474212,0.06692156618135134,0.23097018468187935,0.1729509015298863,0.22683730952372394,0.31831040844457226,0.1993601045263504,0.21009884589219435,0.21245157704364923
